id,sentiment_text,human_label
177,"Titulo: Selic: BC tranquiliza mercado sobre perspectivas de longo prazo, mas inflação e fiscal preocupam | Resumo: Em live do InfoMoney, economistas dizem que tom do comunicado do BC foi mais dovish, e destacam que Selic só deve subir na segunda metade de 2021",NEUTRAL
178,"Titulo: Aplicar em FIIs até 12 meses antes de queda da Selic eleva retorno em até 8,8% ao ano, diz estudo da XP | Resumo: Investidores que se anteciparam acumularam retornos médios entre CDI mais 6% e 8,8% ao ano nos 12 meses seguintes ao primeiro corte",NEUTRAL
179,Titulo: As ações do Ibovespa que mais subiram e as que mais caíram em abril,NEUTRAL
180,"Titulo: B3 (B3SA3) distribuirá R$ 597,7 mi em dividendos e JCP, CVM aprova OPA da BR Properties (BRPR3) e Wiz (WIZC3) convoca AGE para reduzir payout",NEUTRAL
181,"Titulo: De olhos nas fintechs, B3 se torna mantenedora da Associação Brasileira de Crédito Digital",NEUTRAL
182,"Titulo: Follow-on da BRF, Copom, resultados nos EUA e o que move o mercado | Resumo: BRF pretende levantar mais de R$ 7 bilhões com oferta; dia terá divulgação de resultados no Brasil, com a Romi, e nos EUA, com Alphabet, GM e Exxon",NEUTRAL
183,"Titulo: Mercadante evita falar de Petrobras (PETR4) em evento no BNDES | Resumo: O presidente do BNDES foi especulado como CEO da Petrobras, no lugar de Prates",NEUTRAL
184,"Titulo: Campos: Home equity pode quase dobrar carteira de crédito imobiliário | Resumo: Abertura recente dos spreads no crédito não sugere risco sistêmico, indica Absolute",NEUTRAL
185,"Titulo: Copom mantém Selic em 13,75% pela quinta reunião consecutiva | Resumo: SELIC HOJE: Banco Central manteve taxa de juros em 13,75%. Selic está nesse patamar desde agosto de 2022",NEUTRAL
186,"Titulo: Após um ano, teto de juros do cartão tem pouco impacto sobre taxas",NEUTRAL
187,Titulo: BNDES anuncia crédito de R$ 500 mi a fornecedores de materiais e equipamentos para SUS | Resumo: O programa estará vigente até junho de 2028 e tem como objetivo fomentar a indústria nacional que produz materiais de saúde,NEUTRAL
188,Titulo: Capitalização do BNDES foi boa estratégia de investimento?,NEUTRAL
189,"Titulo: Dólar se aproxima de R$ 4,80",NEUTRAL
190,Titulo: Mercado ajusta inflação para cima e Selic para baixo em 2016,NEUTRAL
191,"Titulo: Depois de levantar R$ 22 bi com Petrobras, BNDES prepara venda de JBS",NEUTRAL
192,"Titulo: Inflação dependerá do andamento das reformas, aponta Copom | Resumo: Banco Central também antecipou que a inflação acumulada em 12 meses deve atingir um pico em torno de abril ou maio",NEUTRAL
193,Titulo: CVM autoriza gestora brasileira a lançar primeiro ETF de Ethereum do país | Resumo: QETH11 será o primeiro ETF brasileiro a investir 100% do seu patrimôniona segunda maior criptomoeda do mundo; listagem na B3 ainda não tem data definida,NEUTRAL
194,Titulo: Petrobras pagou mais dividendos do que a bolsa inteira: veja lista | Resumo: Itaú e Vale também estão no topo da lista das empresas que mais desembolsaram dividendos neste ano,NEUTRAL
195,"Titulo: Itaú, B3, Banco do Brasil e mais 46 empresas divulgam resultados na próxima semana; confira | Resumo: Semana ainda traz os resultados de BRF, Telefônica, TIM e Azul para os investidores monitorarem de perto",NEUTRAL
196,"Titulo: Selic a 6,25%: confira 20 ações que pagam dividendos acima da taxa básica de juros | Resumo: Levantamento da XP mostra empresas do setor elétrico, financeiro e de commodities entre as preferidas para pagarem proventos acima da Selic",NEUTRAL
197,"Titulo: Petrobras (PETR4) encerra programa com recompra de 244,3 mil debêntures da 5ª, 6ª e 7ª emissão | Resumo: Estatal encerrou, no dia 15 de julho de 2023, seu 1º Plano de Recompra de Debêntures",NEUTRAL
198,Titulo: Crédito para micro e pequena empresa,NEUTRAL
199,"Titulo: B3 informa início de oferta de R$ 2,55 bilhões em debêntures",NEUTRAL
200,Titulo: Analistas esperam Selic estável,NEUTRAL
201,Titulo: Siderúrgicas sobem 6% e Vale vira para alta; Santander e mais 5 ações reagem a balanços,POSITIVE
202,Titulo: Ibovespa ignora pessimismo nos EUA e vira para alta guiado por Vale e siderúrgicas | Resumo: Ações da mineradora sobem com nova política de dividendos e alta do minério de ferro,POSITIVE
203,Titulo: Cenário eleitoral e fraqueza do dólar no exterior dão apoio ao real | Resumo: Real teve terceira melhor performance do dia entre as 33 principais divisas e Ibovespa emendou seu quarto pregão de altas,POSITIVE
204,"Titulo: Ibovespa vira para alta com Petrobras e bancos; DIs despencam 12 pontos-base após ata do Copom | Resumo: De acordo com o diretor de operações da Mirae Asset, Pablo Spyer, o mercado está precificando 25% de chance de corte de 125 pontos-base na Selic na próxima reunião do Copom, marcada para 31 de maio",POSITIVE
205,"Titulo: Ibovespa engata rali no final e fecha na máxima do dia com melhora nos EUA; dólar cai para R$ 3,78 | Resumo: Índice teve dia volátil, mas ganhou força na reta final com a Petrobras avançando em dia de recuperação do petróleo",POSITIVE
206,"Titulo: Após bater R$ 5, dólar muda de rumo e firma queda com melhora externa | Resumo: Mudança ocorre em linha com a melhora do clima no exterior e, segundo analistas, foi impulsionada também por um forte fluxo de capital",POSITIVE
207,"Titulo: Reação aos balanços da Vale e Petrobras, PIB na Europa, inflação nos EUA e o que mais move o mercado | Resumo: ADRs da Petrobras disparam no pré-mercado dos Estados Unidos, após resultado do segundo trimestre superar estimativas do mercado",POSITIVE
208,"Titulo: Bolsa tem leve alta e dólar ronda R$ 3,70; IPCA merece atenção",POSITIVE
209,Titulo: Ibovespa futuro sobe e dólar cai após emprego nos EUA decepcionar,POSITIVE
210,"Titulo: Juros fecham em queda com maior otimismo sobre inflação | Resumo: O movimento teve como pano de fundo a melhora das expectativas sobre à inflação de curto prazo, após a Petrobras anunciar a redução nos preços da gasolina",POSITIVE
211,Titulo: Queda da Selic incrementou fundos mistos e de ações,POSITIVE
212,Titulo: Ibovespa dispara e dólar despenca: ativos domésticos têm melhora generalizada,POSITIVE
213,Titulo: Ibovespa sobe e dólar opera em baixa com influência de cena externa,POSITIVE
214,"Titulo: Ibovespa Futuro zera perdas e dólar e DIs viram para queda após inflação nos EUA ficar abaixo do esperado | Resumo: Índice futuro ganha força com dados americanos, apesar de Wall Street seguir com leves perdas",POSITIVE
215,"Titulo: Ibovespa fecha na máxima do dia e volta a ficar acima de 72 mil pontos; dólar cai para R$ 3,13 | Resumo: Índice abriu em queda, mas ganhou força durante a tarde e conseguiu voltar a ficar acima de 72 mil pontos em dia de volume fraco",POSITIVE
216,Titulo: Ibovespa Futuro sobe e juros recuam após IPCA ficar abaixo do esperado,POSITIVE
217,"Titulo: Com Previdência no foco, Bolsa avança; dólar opera abaixo de R$ 3,65",POSITIVE
218,Titulo: Ibovespa deixa pressão do câmbio de lado e sobe com commodities,POSITIVE
219,Titulo: Ibovespa sobe 2% e dólar afunda com primeiro voto a favor da condenação de Lula,POSITIVE
220,Titulo: Ibovespa renova topo e dólar perde força antes da Super Quarta; veja próximos pontos | Resumo: Expectativa por cortes de juros pressiona o dólar e fortalece o Ibovespa,POSITIVE
221,"Titulo: Ibovespa Futuro ignora exterior e commodities, e abre em alta; DIs e dólar caem",POSITIVE
222,Titulo: Ibovespa encerra em leve alta com apoio de NY e recuo dos juros futuros | Resumo: Declarações mais “dovish” de dirigentes do Federal Reserve (Fed) elevaram as apostas de cortes de juros nos Estados Unidos em dezembro,POSITIVE
223,"Titulo: Bolsa reduz perdas da primeira semana do ano após governo ajustar discurso | Resumo: Ibovespa sobe em três pregões consecutivos após cair 5% nos dois primeiros da semana; dólar cai a R$ 5,23",POSITIVE
224,Titulo: Ibovespa retoma os 110 mil pontos com prévia da inflação abaixo da esperada | Resumo: Dados do IPCA-15 vieram abaixo do projetado por economistas; índices dos EUA também avançam,POSITIVE
225,"Titulo: Dólar à vista encerra estável, mas acumula 4 semanas seguidas de desvalorização",NEGATIVE
226,"Titulo: Giro diminui em véspera de feriado, mas Ibovespa tem novo recorde",POSITIVE
227,"Titulo: Há uma oportunidade de ouro na Bolsa: a última vez que isso ocorreu o Ibovespa subiu 290%, diz analista | Resumo: Para o analista Fernando Góes, se os gráficos semanal e mensal estiverem certos, o índice pode facilmente caminhar rumo aos 120.000 pontos, mas não tenha pressa, uma realização pode surgir no curto prazo",POSITIVE
228,Titulo: Vale e siderúrgicas saltam até 5% seguindo ADRs e Petrobras avança 2%; Triunfo dispara após plano homologado,POSITIVE
229,"Titulo: Com rali do petróleo e ""trégua"" na Lava Jato, Ibovespa atinge máxima do dia; dólar recua",POSITIVE
230,"Titulo: Dólar fecha em queda com fluxo externo e Copom | Resumo: O tom do comunicado do Copom, confirmando uma nova alta de 1 ponto percentual em maio, favoreceu os fluxos de capital vindos do exterior, que também teve um dia positivo com a alta de commodities",POSITIVE
231,"Titulo: Bradespar dispara 5% com distribuição de R$ 5,3 bi em ações da Vale | Resumo: Holding convocou assembleia para reduzir seu capital com a entrega das ações da mineradora a acionistas",POSITIVE
232,"Titulo: Cyrela, MRV, IRB: as 10 maiores altas e baixas do Ibovespa em setembro | Resumo: Índice fecha setembro no positivo com impulso no último pregão antes de eleições",POSITIVE
233,"Titulo: ADRs brasileiros operam em alta após corte de 0,75 ponto da Selic",POSITIVE
234,"Titulo: Ação do Banco do Brasil sobe mais de 2% após resultado da oferta, Eletrobras avança 5% com fala de ministro sobre privatização",POSITIVE
235,"Titulo: Brasil melhora em ranking de inflação e sai do 4° para o 8° lugar | Resumo: Confirmação de segunda deflação seguida do IPCA motivou recuperação; Turquia lidera ranking, seguida por Argentina e Rússia",POSITIVE
236,Titulo: Ativos locais reduzem perdas com ajustes técnicos; Petrobras impulsiona bolsa,POSITIVE
237,Titulo: Juros futuros fecham último pregão de 2018 no menor patamar do ano,POSITIVE
238,"Titulo: Petrobras poderá experimentar nova alta, diz gestor de investimentos",POSITIVE
239,"Titulo: Após nova alta da Selic, Lula diz que Brasil vai crescer mais de 3% em 2025",POSITIVE
240,Titulo: Juros futuros firmam queda após leilão e com mercado de olho no Copom | Resumo: Dinâmica após leilão pode indicar que havia alguma pressão de alta sobre as taxas em antecipação à oferta,POSITIVE
241,"Titulo: BC prevê que inflação em 2017 será a terceira menor do Plano Real | Resumo: O BC informou que a expectativa para o Índice de Preços ao Consumidor Amplo (IPCA) para 2017 no cenário de referência caiu de 4,4% para 4%",POSITIVE
242,"Titulo: Volume de emissões em setembro foi elevado, com qualidade muito boa, diz Tesouro | Resumo: Como exemplo dessa qualidade “muito boa”, o coordenador-geral de Operações da Dívida Pública do Tesouro Nacional, Luís Felipe Vital, destacou o fato de que 44% das emissões foram de títulos pré-fixados",POSITIVE
243,"Titulo: Copom se reúne nesta quarta e deve cortar os juros para 11,75% ao ano | Resumo: Diretores do Banco Central devem reduzir a taxa básica de juros em 0,5 ponto percentual, segundo estimativas dos economistas",POSITIVE
244,"Titulo: Ambiente que se desenha é bom para ativos de risco, tanto na renda fixa quanto na variável, diz Itaú",POSITIVE
245,Titulo: Banco Central conduz Selic a um novo recorde de baixa,POSITIVE
246,"Titulo: IPCA avança 6,29% em 2016 e fica abaixo do teto da meta de inflação",POSITIVE
247,"Titulo: Com liquidez limitada, juros futuros fecham em ligeira queda",POSITIVE
248,"Titulo: IPCA-15 fica em 0,09% em outubro, menor taxa para o mês desde 1998",POSITIVE
249,"Titulo: BC deve reduzir Selic em 0,5 ponto porcentual na quarta-feira, diz Barclays | Resumo: O banco britânico espera redução da taxa Selic a 11,75% no fim de 2023 e a 9,5% no término do ciclo de cortes, que deve ocorrer em meados de 2024",POSITIVE
250,Titulo: Juros futuros fecham em queda com Copom e cenário externo no foco | Resumo: Cenário de preocupação com a saúde dos bancos regionais nos Estados Unidos contribuiu adicionalmente para o movimento de queda nesta quinta (4),POSITIVE
251,"Titulo: IPCA-15: prévia da inflação cai 0,14% em agosto, primeira deflação em dois anos",POSITIVE
252,Titulo: Juros futuros caem após IPCA-15 mais baixo do do esperado,POSITIVE
253,"Titulo: Dólar cai a R$ 4,85, menor patamar desde início de agosto",POSITIVE
254,Titulo: Juros têm forte baixa em dia de alívio local,POSITIVE
255,"Titulo: Focus tem 1ª alta de Selic de 2024 desde outubro, para 9,13%, mas IPCA cai para 3,71% | Resumo: Mediana das projeções para o crescimento da economia brasileira em 2024 subiu pela 9ª semana consecutiva, agora indo de 1,90% para 1,95%",POSITIVE
256,"Titulo: Dólar fecha a R$ 4,10 e Bolsa avança com força pelo 2º dia",POSITIVE
257,Titulo: Dólar fecha no menor patamar desde o dia 18 de junho,POSITIVE
258,Titulo: Estímulo ao crédito privado no setor de infraestrutura,POSITIVE
259,Titulo: Ibovespa Futuro sobe antes de dado de emprego dos EUA; juros avançam com IPCA,POSITIVE
260,"Titulo: Ibovespa inicia semana em alta com otimismo externo | Resumo: Alta só não é maior por conta de incertezas em relação à política monetária local, às vésperas da decisão de juros do Copom",POSITIVE
261,Titulo: Ibovespa sobe e volta ao nível pré-crise política; dólar varia pouco,POSITIVE
262,Titulo: Ibovespa Futuro sobe com indicadores e recuperação de perdas recentes; dólar avança | Resumo: Ambiente internacional não favorece uma correção das perdas registradas pelas ações brasileiras no início da semana,POSITIVE
263,"Titulo: Ibovespa fecha na máxima do dia com exterior e adiamento no TSE; dólar fica abaixo de R$ 3,10 | Resumo: Índice seguiu a melhora de humor no exterior após discurso de Trump e com disparada da Vale, enquanto petróleo sobe com rumores sobre estoques nos EUA",POSITIVE
264,"Titulo: Ibovespa Futuro segue commodities e abre em alta; dólar cai a R$ 3,10 com swaps do BC",POSITIVE
265,"Titulo: Trade hoje: Ibovespa segue em tendência de alta no curto prazo, mas esbarra na região dos 120,5 mil pontos, pela análise técnica | Resumo: Trade hoje: Ibovespa segue em tendência de alta no curto prazo, mas esbarra na região dos 120,5 mil pontos, segundo análise técnica",POSITIVE
266,"Titulo: Ibovespa Futuro sobe após Copom elevar a Selic a 2,75%; dólar cai a R$ 5,48",POSITIVE
267,Titulo: Ibovespa tem valorização; dólar cai ante real com cena externa,POSITIVE
268,"Titulo: Ibovespa avança 1,16% e vai a 113 mil pontos, com ações de bancos e mercado interno; dólar cai 1,10%, a R$ 5,14 | Resumo: Banco se recuperam de quedas causadas por caso Americanas e companhias ligadas ao mercado interno se beneficiam de IPCA-15",POSITIVE
269,Titulo: Ibovespa sobe em último pregão do ano com ajuda do exterior; Dólar cai 2%,POSITIVE
270,"Titulo: Ibovespa dispara 2,8% e supera os 98 mil pontos com exterior e reforma da Previdência; dólar cai | Resumo: Índice passou o dia no positivo e ganhou forças junto com Wall Street enquanto investidores aguardam andamento da reforma no Congresso",POSITIVE
271,"Titulo: Ibovespa volta a encostar nos 107 mil pontos com confirmação de novo secretário; dólar cai e é negociado abaixo dos R$ 5,70",POSITIVE
272,"Titulo: Rali Bolsonaro: Ibovespa dispara 3,5% e fecha na máxima histórica otimista com novo governo | Resumo: Índice chegou a abrir em queda, mas disparou com euforia dos investidores sobre as falas e novidades do primeiro dia do governo de Jair Bolsonaro",POSITIVE
273,Titulo: Ibovespa fecha em alta com ajuda de Vale e de olho em corte de juros nos EUA; dólar cai | Resumo: As apostas para uma redução mais agressiva dos juros americanos saltaram de 15% para 45%,POSITIVE
274,Titulo: Ibovespa sobe puxado por Petrobras e bancos; dólar cai por onda de otimismo com Bolsonaro,POSITIVE
275,"Titulo: Ibovespa acelera alta com exterior e falas de Lira e Pacheco sobre precatórios; dólar cai a R$ 5,28",POSITIVE
276,"Titulo: Ibovespa passa a subir com apoio de bancos, apesar de queda de ações ligadas a commodities",POSITIVE
277,Titulo: Ibovespa futuro volta a acompanhar exterior e sobe mais de 1%; juros avançam após IPCA-15,POSITIVE
278,"Titulo: Ibovespa sobe 0,78% puxado por ações de commodities | Resumo: Alta de commodities, queda do dólar e expectativa de corte de juros no Brasil estiveram entre os argumentos dos investidores para as compras",POSITIVE
279,Titulo: Ibovespa dispara e bate recorde com perspectiva de fim do ciclo de alta da Selic,POSITIVE
280,"Titulo: Ibovespa futuro sobe em linha com exterior, à espera do Fomc; dólar e juros recuam",POSITIVE
281,"Titulo: Mercado comemora eleições ""sem surpresas"" na França, e Ibovespa opera em alta; dólar e DIs caem",POSITIVE
282,Titulo: Ibovespa hoje: bolsa salta quase 2% com fim do ciclo de alta de juros,POSITIVE
283,Titulo: Ibovespa sobe e dólar cai com alívio nas relações entre EUA e China; juros estendem quedas depois de deflação no Brasil,POSITIVE
284,Titulo: Ibovespa sobe seguindo Wall Street sem perder de vista o fiscal; dólar cai 2% com Fed,POSITIVE
285,"Titulo: Ibovespa sobe 0,6% e encosta nos 87 mil pontos com mercado cravando corte da Selic | Resumo: Índice se descolou do mercado externo após relatório Focus aumentar as apostas de corte da Selic na próxima semana",POSITIVE
286,Titulo: Ibovespa Futuro tem leve alta antes de falas de membros do Fed; dólar e DIs caem,POSITIVE
287,Titulo: Ibovespa sobe e dólar apaga alta após declarações de Haddad e Campos Neto em Washington,POSITIVE
288,Titulo: Ibovespa vai às máximas com recuo mais intenso dos juros futuros e impulso de Petrobras,POSITIVE
289,Titulo: Ibovespa Futuro sobe em meio a aproximação entre Bolsonaro e Maia; dólar cai,POSITIVE
290,"Titulo: Ibovespa fecha em alta e dólar cai com expectativas sobre Previdência | Resumo: Ibovespa subiu 1,14%, a 95.947,62 pontos, e dólar à vista caiu 0,27%, a R$ 4,0242 na venda",POSITIVE
291,Titulo: Ibovespa fecha em leve alta e dólar cai,POSITIVE
292,"Titulo: Exportação de minério sustenta alta da Vale na Bolsa | Resumo: Alta no preço do minério de ferro tem ajudado a sustentar as ações da empresa, apesar de uma queda nos volumes previstos pela mineradora",POSITIVE
293,Titulo: Petrobras e Vale empurram Ibovespa acima de 100 mil pontos; dólar cai,POSITIVE
294,"Titulo: Ibovespa opera de lado no último pregão de 2023, mas deve terminar o ano com alta firme",POSITIVE
295,Titulo: Ibovespa sobe com influência do cenário externo; dólar recua,POSITIVE
296,"Titulo: Ibovespa fecha em alta com inflação nos EUA e Orçamento Federal de 2024 | Resumo: Na última sessão antes do Natal, investidores repercutiram dados dos EUA e orçamento do Brasil para 2024",POSITIVE
297,"Titulo: Ibovespa fecha em alta de mais de 3% com suspensão da tarifas recíprocas; dólar despenca | Resumo: Agentes do mercado reagem a alívio na guerra tarifária; dólar, que havia superado os 6%, vai a menos de R$ 5,90",POSITIVE
298,"Titulo: Ibovespa volta subir, apesar da queda das ações da Petrobras",POSITIVE
299,Titulo: Ibovespa Futuro sobe com expectativa por sinalização de tolerância à inflação do Fomc; dólar cai,POSITIVE
300,"Titulo: Ibovespa Futuro (INDFUT) acompanha exterior e opera em alta, à espera de dados de inflação da China, Brasil e EUA | Resumo: IPCA de agosto no Brasil, juros na Europa e inflação nos EUA são destaque na semana",POSITIVE
301,Titulo: Petrobras e bancos saltam até 3%; Eletrobras dispara 8% com mercado animado com privatização; small cap sobe 50% em 3 pregões,POSITIVE
302,"Titulo: Ibovespa vira para alta em pregão extremamente volátil enquanto EUA amenizam queda; dólar sobe a R$ 5,30 | Resumo: Virada incrível da Bolsa nas últimas horas de pregão promete levar índice a fechar semana com tom mais positivo",POSITIVE
303,Titulo: Ibovespa sobe com inflação nos EUA gerando alívio no mercado; dólar sobe mesmo com atuação do BC | Resumo: Inflação ao consumidor norte-americano ficou em linha com esperado e gera alívio sobre o ritmo de preços um dia antes da reunião do Fed,POSITIVE
304,"Titulo: Com bolsas em NY em alta e dólar estável, Ibovespa tenta consolidar valorização | Resumo: Ibovespa em alta, dólar pressionado e Nasdaq renova máximas: veja análise",POSITIVE
305,"Titulo: Ibovespa sobe com alívio na inflação, mas cautela com comércio global permanece",POSITIVE
306,"Titulo: Rali longe do fim: Ibovespa sobe 2,5% na semana e dólar tem 9ª queda semanal seguida | Resumo: Mercado tem novo dia de realização, mas consegue praticamente zerar as perdas no fim do pregão, registrando a sétima semana de ganhos nas últimas oito",POSITIVE
307,"Titulo: Ibovespa salta 2,6%, dólar cai 1%: como as falas de Powell animaram mercado nesta 6ª? | Resumo: Powell trouxe indicações de que uma queda de juros pelo Fed está mais próxima e anima investidores",POSITIVE
308,"Titulo: Ibovespa sobe mais de 1% e dólar cai para R$ 3,70 com balanços e recuperação em Wall Street | Resumo: Índice perdeu força na reta final do pregão após chegar a subir mais de 2%, mas conseguiu fechar acima dos 84 mil pontos",POSITIVE
309,"Titulo: Ibovespa nas máximas além de 142 mil, dólar a R$ 5,41: como payroll animou mercado | Resumo: Dia foi de forte ânimo após dados fracos do mercado de trabalho nos EUA",POSITIVE
310,"Titulo: Bolsa sobe com exterior, mas dólar segue sob pressão | Resumo: Ibovespa fecha nos 93.531 pontos; dólar atinge R$ 5,2365",POSITIVE
311,"Titulo: Ibovespa sobe 1% e tem quarta alta consecutiva em dia ""sem"" EUA; dólar cai abaixo de R$ 3,90 | Resumo: Índice chegou a subir mais de 2%, mas perdeu força após o fechamento de Wall Street, que encerrou os negócios mais cedo por conta do feriado desta quarta",POSITIVE
312,"Titulo: Ibovespa sobe 1,89% e dólar cai 0,73% após arcabouço fiscal: anúncio é o gatilho que o mercado esperava? | Resumo: De uma forma geral, analistas avaliaram o anúncio como positivo, mostrando preocupação do governo com fiscal, mas ainda há pontos a serem esclarecidos",POSITIVE
313,"Titulo: Juros futuros operam nas mínimas após dados dos EUA e com otimismo para ativos locais | Resumo: Segundo participantes do mercado, a dinâmica é justificada pela queda do dólar frente ao real e pela demanda estrangeira por ativos locais",POSITIVE
314,"Titulo: Apesar de tensão política, Ibovespa futuro sobe e dólar cai seguindo alívio no exterior",POSITIVE
315,"Titulo: Ações da Petrobras (PETR4, PETR3) têm alta forte em dia favorável a ativos de risco e com revisão de preço-alvo | Resumo: Queda mais forte do dólar globalmente e dados mais fracos da economia americana ajudam a impulsionar a demanda por ativos de países emergentes",POSITIVE
316,"Titulo: Ibovespa reduz ganhos com fraqueza de bancos, mas segue em alta graças a Wall Street; dólar cai a R$ 5,29 | Resumo: Mercado registra ganhos com as atenções voltadas ao noticiário internacional",POSITIVE
317,Titulo: Ibovespa Futuro segue em alta com foco em taxa de juros e inflação nos EUA | Resumo: Alívio na taxa de juros do Tesouro americano e a alta do preço do petróleo Brent são alguns dos temas de maior destaque no último pregão de setembro,POSITIVE
318,Titulo: Ativos locais registram alta em dia de IPCA-15,POSITIVE
319,"Titulo: Juros futuros fecham em alta com riscos fiscais e atividade econômica no foco | Resumo: Durante a tarde desta quinta, os juros longos foram às máximas do dia, num movimento atrelado ao avanço firme dos rendimentos dos títulos do Tesouro americano",NEGATIVE
320,"Titulo: IPCA-15 sobe em 0,35% em agosto, ante queda de 0,18% em julho, revela IBGE | Resumo: A inflação de 0,35% registrada em agosto foi o resultado mais elevado para o índice desde fevereiro, quando a taxa foi de 0,54%, informou o IBGE. No mesmo mês do ano passado, a alta do IPCA-15 havia ficado em 0,45%.",NEGATIVE
321,"Titulo: Após 3 quedas seguidas, dólar fecha em alta | Resumo: Moeda americana terminou a segunda-feira cotada em R$3,73 - alta de 0,53% ante o real",NEGATIVE
322,"Titulo: Dólar vai às mínimas em quase 7 meses e fecha a R$ 5,107",POSITIVE
323,"Titulo: Leite sobe 22% em julho, maior influência na alta do IPCA-15, e acumula inflação de 57% no ano | Resumo: Produto representou 0,25 ponto percentual do resultado do índice prévia da inflação, que subiu 0,13% no mês",NEGATIVE
324,"Titulo: Dólar atinge maior nível em uma semana, mas respeita nível de R$ 3,72",NEGATIVE
325,Titulo: Juros futuros fecham em leve alta puxados pelo avanço do dólar,NEGATIVE
326,Titulo: Juros futuros avançam com alta do dólar e cautela na cena política,NEGATIVE
327,"Titulo: Juros futuros avançam com Treasuries e cautela antes do IPCA-15 | Resumo: A proximidade de divulgação do IPCA-15 imprime um viés de cautela aos negócios e contribui para o avanço das taxas locais, que também respondem à dinâmica externa",NEGATIVE
328,"Titulo: Projeções para inflação em 2022 e 2023 têm altas fortes, mostra Focus | Resumo: O levantamento semanal apontou que as expectativas para a alta do IPCA subiram para 5,38% em 2022 e 3,50% em 2023, respectivamente de 5,15% e 3,40% na semana anterior",NEGATIVE
329,"Titulo: IPCA fecha 2019 com alta de 4,31%, acima do centro da meta de inflação | Resumo: Apenas em dezembro, índice de preços avançou 1,15%, a taxa mais alta para o mês desde 2002",NEGATIVE
330,Titulo: Dólar fecha estável apesar de exterior favorável a emergentes,NEUTRAL
331,"Titulo: Dólar renova máximas e vai a R$ 5,37 em dia de exterior negativo",NEGATIVE
332,"Titulo: Dólar fecha perto de R$ 4,24, mesmo após intervenções do BC | Resumo: A atuação da autoridade monetária até conteve um salto maior do dólar contra o real, mas o efeito foi bastante limitado",NEGATIVE
333,"Titulo: Dólar tem leve alta em dia de dado de inflação nos EUA mais fraco | Resumo: Pela cautela dos investidores, divisa americana segue ligeiramente mais forte ante o real, em uma dinâmica distinta da observada em mercados pares",NEGATIVE
334,Titulo: Dólar renova mínimas em quase um ano e juros de curto prazo disparam,NEUTRAL
335,"Titulo: Dólar em breve baterá R$6, dizem analistas após moeda cravar novo recorde | Resumo: Fechando em R$ 5,87, a moeda subiu mais de 13 centavos entre uma sessão e outra. Na máxima do pregão, o câmbio atingiu novo pico intradiário",NEGATIVE
336,Titulo: Juros futuros fecham em alta com exterior e estimativa sobre inflação,NEGATIVE
337,"Titulo: Juros futuros têm novo dia de alta com dólar a R$ 4,40",NEGATIVE
338,"Titulo: Juros futuros fecham em alta, mas abaixo do patamar pré-atentado",NEGATIVE
339,"Titulo: Dólar sobe e testa os R$ 3,30 com risco político no horizonte",NEGATIVE
340,"Titulo: Dólar dos R$ 4,60 aos R$ 5: o que explica a forte alta da divisa americana nas últimas sessões | Resumo: A alta do dólar acumulada entre sexta e segunda foi de 5,59%, a mais forte na mesma base de comparação desde 18 de maio de 2017",NEGATIVE
341,Titulo: Juros futuros têm leve alta com dólar e exterior,NEGATIVE
342,Titulo: Dólar e euro têm mínimas em mais de um ano frente ao real,POSITIVE
343,"Titulo: Juros futuros fecham em alta firme, guiados por exterior e riscos fiscais",NEGATIVE
344,"Titulo: Dólar sobe com BC, mas ainda abaixo de R$3,65 | Resumo: O dólar fechou em alta frente ao real, mas ainda abaixo de 3,65 reais, sustentado pela atuação do Banco Central",NEUTRAL
345,Titulo: Juros futuros fecham em alta com IPCA-15 acima do consenso e discurso de Powell,NEGATIVE
346,"Titulo: Dólar sobe a R$ 3,78, mas operadores veem algum alívio no mercado",NEUTRAL
347,Titulo: Juros futuros avançam com aumento do prêmio de risco e movimentos técnicos,NEGATIVE
348,Titulo: Juros futuros fecham em alta firme com expectativas de inflação e Treasuries no foco,NEGATIVE
349,"Titulo: IPCA sobe 0,38% em abril, acima do esperado pelo mercado, mas a menor taxa para o mês desde 2021",NEUTRAL
350,"Titulo: Bitcoin atinge alta histórica no Brasil impulsionado por alta do dólar | Resumo: Com moeda norte-americana negociada a R$ 5,60, bitcoin ultrapassa barreira dos R$ 70 mil em exchanges brasileiras pela primeira vez na história",POSITIVE
351,"Titulo: Dólar avança frente ao real, mas se distancia de máxima do dia",NEUTRAL
352,"Titulo: Juros futuros têm leve alta, após irem às máximas com fala de Powell",NEGATIVE
353,Titulo: Juros futuros fecham em alta com foco em riscos políticos e fiscais,NEGATIVE
354,"Titulo: IPCA avança 0,44% na inflação em agosto, em linha com o esperado | Resumo: Para o acumulado em 12 meses, a expectativa da mediana dos analistas era de em torno de 8,66% de inflação",NEUTRAL
355,"Titulo: IPCA-15 sobe 0,34% em dezembro e fecha 2024 acumulado em 4,71% | Resumo: Alimentação e bebidas foi a principal influência para a alta do IPCA-15 em dezembro",NEUTRAL
356,"Titulo: Dólar sobe 0,78% com investidores de olho em arcabouço, mas fecha abaixo de R$ 5 pela quinta sessão seguida | Resumo: Com a divulgação do documento, no meio da tarde, o dólar chegou a bater o valor máximo do dia, chegando a subir mais de 1%, mas desacelerou",NEUTRAL
